age,income,account_balance,transaction_count,gender,occupation,region
45.1,76615.82,21840.36,12,F,engineer,north
33.4,68499.03,2800.11,20,F,teacher,north
67.4,69664.66,34465.51,9,M,teacher,east
58.1,62197.13,33209.09,10,F,manager,north
33.2,67849.86,25054.58,14,F,teacher,west
33.9,47991.14,9724.19,12,F,engineer,east
45.0,55357.35,37093.69,14,M,teacher,south
52.0,62880.06,18337.37,21,F,engineer,south
18.6,64162.74,20466.47,12,F,engineer,north
17.1,64802.82,48120.44,19,M,engineer,west
28.8,57924.97,17963.64,12,M,teacher,east
40.8,54338.65,32422.1,12,F,engineer,south
40.0,107366.57,30620.92,12,F,engineer,north
45.7,73601.81,28901.72,19,M,manager,south
23.0,66197.21,27820.01,13,F,engineer,north
11.8,56501.87,28763.89,17,M,engineer,east
43.6,53231.72,27719.41,13,M,student,east
26.7,58037.99,24480.82,14,M,doctor,south
14.8,64392.43,40112.83,10,F,engineer,west
36.5,31793.47,11873.39,14,M,engineer,north
42.9,36459.16,35214.58,9,M,doctor,south
33.8,50446.76,33223.42,14,M,doctor,east
30.4,63107.09,31983.99,17,F,engineer,north
33.4,56410.9,36169.79,23,F,engineer,south
31.3,82171.82,24074.01,15,M,student,east
21.5,37764.05,6310.26,13,M,doctor,south
27.9,48729.82,24277.07,16,F,teacher,south
40.2,82801.38,15088.06,14,F,engineer,east
38.2,61966.79,17681.41,8,F,engineer,south
36.7,73272.64,12575.8,16,M,teacher,north
25.0,90768.7,20226.55,14,F,student,north
33.2,49592.93,19033.76,9,M,engineer,east
13.2,58510.28,1224.3,21,M,student,north
36.8,55913.6,32002.22,19,F,engineer,west
49.3,30681.1,47203.22,15,M,teacher,west
20.3,55344.05,31062.37,17,M,engineer,south
29.1,73215.93,22970.76,14,F,doctor,west
38.3,68108.84,24452.54,15,M,teacher,east
47.5,69286.25,20790.14,16,M,manager,north
30.5,54367.37,25900.42,10,F,doctor,east
28.1,50158.54,24629.92,18,M,teacher,east
15.3,79038.84,16589.52,11,F,manager,north
36.0,52540.24,41828.88,16,F,engineer,south
55.4,64411.23,10128.46,22,M,doctor,north
37.8,62450.02,32183.32,17,M,engineer,south
34.8,81925.76,23988.02,14,F,teacher,south
38.2,74571.19,44008.32,11,F,manager,east
34.9,40571.12,28408.65,10,M,engineer,north
26.9,42186.7,21400.94,15,M,student,north
43.2,68683.65,22522.93,11,M,student,south
37.3,59034.94,25399.07,11,F,teacher,west
35.2,53172.42,13572.09,9,M,engineer,south
25.2,75234.42,17331.3,15,M,manager,south
48.0,62811.89,7150.56,24,M,student,south
41.6,60786.86,15770.23,11,M,engineer,east
29.5,71697.43,25939.06,12,F,student,south
45.0,54373.37,28001.75,12,F,student,north
30.0,83527.78,5206.7,17,M,teacher,north
27.2,48179.29,23627.88,17,M,manager,north
27.4,69853.94,30634.1,9,F,teacher,east
17.3,81507.49,23370.88,11,M,doctor,north
39.7,39340.57,18662.11,15,F,teacher,south
16.7,54849.97,20878.39,18,F,engineer,east
22.7,77133.11,19592.37,7,F,manager,south
14.2,77358.67,18632.69,16,F,engineer,east
34.1,57427.57,26738.24,15,M,doctor,south
33.5,48979.93,48076.88,13,F,student,west
31.7,74339.04,17563.0,23,M,engineer,west
24.6,77753.24,21818.57,7,M,teacher,east
23.3,42530.05,24483.02,20,F,doctor,west
39.6,41941.3,18126.46,18,F,engineer,north
29.5,63378.85,35982.36,19,F,manager,east
38.2,69440.41,1291.15,11,M,teacher,south
26.1,55513.96,19689.41,16,F,doctor,east
36.8,70189.41,33183.14,16,F,engineer,south
48.0,49347.95,22059.06,16,F,engineer,south
40.9,28279.6,16791.61,11,M,engineer,west
30.9,53641.48,29407.57,19,F,engineer,north
37.6,60948.48,34063.43,16,F,teacher,east
32.6,55862.4,27106.35,14,F,doctor,east
35.1,42620.95,16987.8,16,M,engineer,south
31.7,32765.27,29562.03,11,F,engineer,south
33.4,52288.67,20979.51,12,M,teacher,north
37.1,73464.84,32451.87,16,M,manager,west
25.1,78842.96,39832.59,16,M,doctor,west
24.8,77815.7,-1055.77,17,M,engineer,east
21.1,47761.36,26110.67,17,M,student,west
19.0,42694.41,7642.66,19,F,student,north
22.8,67449.52,49417.89,13,F,teacher,south
36.6,69526.5,20318.75,15,M,doctor,south
26.1,66002.54,32463.73,17,M,teacher,east
40.1,29789.05,24646.83,9,M,student,north
35.3,46996.73,16969.15,12,M,doctor,east
15.3,59554.67,15779.47,16,F,student,east
41.5,67308.27,40856.79,15,F,engineer,north
43.1,71509.61,34559.38,12,M,teacher,north
25.1,62163.8,44435.84,14,M,manager,north
39.2,64961.76,25554.53,15,M,manager,east
26.4,61272.98,27879.2,19,F,manager,south
36.0,70284.29,22328.08,19,M,student,north
22.4,64692.98,22129.18,17,F,manager,east
17.1,60986.06,14581.13,21,F,doctor,north
31.2,55974.47,25840.1,16,M,teacher,south
33.8,61219.37,17107.53,14,F,teacher,east
31.0,67268.87,29419.09,10,M,teacher,east
23.2,64012.13,26700.1,18,F,doctor,east
31.0,65712.4,27876.82,19,M,teacher,north
37.7,80140.83,41751.3,16,M,engineer,north
34.6,63977.46,24622.82,19,M,engineer,east
36.8,50265.02,32567.27,18,M,student,north
28.3,73254.1,45515.09,19,M,engineer,west
46.7,39507.02,38066.17,18,M,engineer,south
23.2,43778.8,36531.7,16,F,teacher,south
39.9,65037.71,21933.12,16,F,engineer,south
46.8,67745.95,27296.43,10,M,teacher,west
39.8,41324.23,11817.24,20,F,engineer,east
33.0,54257.74,29989.14,15,M,engineer,south
29.7,50908.74,27744.6,11,F,manager,east
45.4,52699.86,25233.85,8,F,manager,south
20.8,74153.97,35271.95,18,M,engineer,south
25.3,70597.58,12922.25,15,M,manager,south
31.0,59713.17,41348.63,24,F,doctor,south
47.4,51810.57,34017.65,15,F,manager,south
38.8,39755.25,24293.66,14,F,teacher,north
25.3,81302.77,23512.7,17,F,engineer,north
31.9,68881.71,29806.11,15,F,manager,north
28.9,49399.96,40208.51,14,F,teacher,south
27.9,70793.99,26016.08,13,M,engineer,west
44.8,58946.65,26440.31,10,F,teacher,east
21.3,55693.36,25181.18,15,M,manager,west
51.1,66528.17,42820.24,12,F,teacher,south
43.3,48877.53,21311.17,19,M,engineer,south
45.9,54843.65,24704.92,11,M,manager,east
30.4,61821.92,39634.36,11,M,student,east
33.5,52508.23,26470.11,18,M,teacher,east
20.7,70036.28,36370.59,19,F,teacher,east
29.8,88036.0,15887.2,18,M,doctor,east
39.9,48685.53,22947.07,17,M,engineer,east
48.0,35023.12,39844.34,6,F,manager,east
23.9,29973.9,18236.6,10,F,manager,west
31.3,57742.98,23487.01,12,F,teacher,west
33.5,50052.53,27566.85,15,M,engineer,south
21.0,63117.91,15108.45,18,F,engineer,north
40.9,61988.97,20861.9,13,M,doctor,north
27.8,35951.75,26126.37,18,M,engineer,north
33.0,32776.74,25466.82,10,M,teacher,north
30.5,64439.0,37803.52,13,F,teacher,south
27.1,62031.43,40414.57,17,M,engineer,north
34.9,53612.73,16439.15,11,M,doctor,east
32.8,35142.85,26112.69,13,M,teacher,north
31.3,67070.87,31742.48,16,F,doctor,east
27.7,79078.49,40163.47,11,F,engineer,north
38.2,64169.74,32184.9,16,M,engineer,west
51.5,47287.89,27909.13,10,M,manager,east
36.4,60668.28,31665.43,16,M,manager,south
45.0,39508.29,31737.69,11,M,manager,west
21.1,75869.41,15722.86,12,F,engineer,north
36.6,61227.67,26927.99,15,M,engineer,west
24.0,33477.65,39591.61,19,F,doctor,east
20.2,55489.88,22926.43,13,M,student,south
27.6,66949.52,26294.47,12,M,student,north
46.9,55004.29,22574.84,16,F,manager,north
44.5,55861.56,1861.41,21,M,engineer,west
37.4,41633.97,25205.9,12,M,manager,east
19.7,68498.11,28017.92,12,F,student,north
33.0,50272.96,19875.07,16,M,engineer,south
38.0,27653.32,13453.63,16,F,teacher,north
36.8,54431.14,16193.94,13,F,doctor,north
16.6,74717.25,32641.88,13,M,engineer,west
26.1,54196.06,44725.25,17,F,doctor,south
34.4,86069.77,38824.33,17,F,student,south
40.4,66434.52,11556.54,14,M,student,west
13.0,65081.37,33546.27,18,M,student,south
33.4,58074.03,18368.38,21,M,teacher,south
36.4,58975.71,19177.33,18,F,teacher,south
43.5,56048.65,20380.24,19,M,manager,east
41.9,55465.96,32060.67,12,F,teacher,east
40.8,67963.01,34592.53,13,M,engineer,north
27.0,45962.53,24019.69,14,M,manager,east
15.9,43861.59,24189.29,12,M,engineer,east
31.1,43152.07,29642.64,13,F,engineer,east
45.0,90684.82,30679.95,9,F,engineer,west
48.9,67955.14,36762.26,18,F,student,south
42.1,64567.38,12156.28,11,M,engineer,north
39.3,44137.28,25200.27,17,M,teacher,east
38.8,69350.13,14319.76,12,M,student,north
29.4,58251.43,24490.58,15,M,teacher,north
33.7,63212.53,22738.25,12,M,engineer,north
51.7,45350.7,24532.51,17,M,doctor,east
25.6,62404.03,17002.57,21,M,engineer,north
51.1,53642.5,10127.1,12,F,engineer,south
31.8,48515.83,4055.62,16,M,student,north
48.3,71011.6,23688.2,13,M,engineer,east
20.9,36934.38,20689.99,12,F,manager,east
40.9,68471.64,18240.62,17,M,doctor,north
27.6,70267.29,38225.48,14,M,engineer,east
20.8,46805.34,16405.62,12,F,doctor,east
37.2,47695.07,39168.34,12,M,engineer,east
45.1,56654.61,41238.44,15,F,teacher,south
26.6,64230.54,5491.0,14,M,doctor,east
20.0,57707.18,25923.81,20,F,engineer,west
34.1,66503.44,21003.04,16,M,manager,north
34.1,86444.69,-4118.04,18,F,engineer,south
40.5,52384.25,10553.59,15,M,teacher,south
44.5,34272.3,32749.36,14,F,manager,east
34.4,72388.85,45191.99,14,M,teacher,east
53.6,85249.72,34026.78,19,M,student,north
37.2,65891.53,28236.32,21,M,doctor,north
31.5,43683.77,24786.68,21,F,student,west
18.9,58141.61,41826.63,14,F,engineer,east
32.4,43222.15,46482.39,17,M,student,west
31.6,69642.83,19131.57,17,M,doctor,west
44.6,39730.64,5000.13,12,F,manager,south
39.6,55498.07,4018.13,11,F,student,north
23.2,44934.93,38218.81,14,F,doctor,east
36.7,61902.37,24529.41,15,F,student,south
41.7,54504.87,26832.42,18,F,doctor,south
50.3,62651.43,7093.49,14,F,doctor,south
43.9,60335.26,17468.11,13,M,teacher,west
42.6,45200.11,22045.19,14,M,engineer,north
35.6,69403.16,27078.38,12,M,doctor,north
38.9,59268.52,21014.08,14,F,student,east
47.5,45172.06,14626.74,15,F,manager,west
21.7,93613.9,17154.33,18,M,manager,west
31.5,67146.45,37083.23,15,M,doctor,east
27.3,57701.09,27447.85,22,F,teacher,north
38.8,81228.07,31121.57,10,M,engineer,south
47.3,87627.23,16011.26,16,M,engineer,west
29.0,57819.76,-4538.23,18,F,engineer,south
11.1,65210.96,19768.96,15,M,manager,east
30.9,45179.96,16334.29,15,M,manager,south
44.1,57792.11,28490.12,9,F,engineer,north
40.4,57014.06,57857.24,17,F,engineer,east
39.3,62772.41,31951.66,15,F,teacher,west
32.2,64991.41,52359.6,16,F,engineer,west
22.2,68397.43,30687.7,16,M,teacher,west
40.2,63564.64,18701.14,15,M,engineer,east
26.7,41838.86,28479.16,16,F,teacher,east
56.8,45922.99,42806.39,21,F,student,west
40.7,51803.89,43295.63,10,F,teacher,north
29.2,55766.39,19246.63,18,M,manager,west
28.9,75761.61,27531.84,13,M,doctor,east
34.1,42555.92,10707.33,13,M,teacher,west
32.6,54638.77,33246.69,10,F,manager,east
46.2,74295.14,40533.55,8,F,doctor,north
36.9,55501.84,25397.99,15,M,engineer,north
27.7,66906.23,18326.16,11,M,engineer,south
53.9,57906.87,28601.31,18,F,manager,south
35.5,63851.75,29174.59,9,F,teacher,south
42.7,56572.91,25811.44,17,F,teacher,east
28.9,70005.98,26787.15,12,F,engineer,south
38.6,36824.15,23261.85,11,F,engineer,north
38.1,54550.32,34959.55,13,F,manager,west
16.1,64448.59,32362.27,15,F,manager,south
55.2,68005.43,15168.97,15,F,doctor,west
47.9,82394.29,14894.09,13,M,engineer,north
31.0,54134.63,22456.26,8,M,student,west
24.0,82192.23,32368.37,17,M,doctor,north
38.5,50114.64,26480.57,16,F,manager,east
35.9,79929.7,18568.5,11,M,engineer,east
38.6,72262.01,27615.19,18,M,teacher,west
36.9,46298.12,21691.89,12,M,student,south
40.1,64605.59,33804.86,18,F,teacher,north
49.5,59231.46,28330.58,20,F,manager,west
40.7,69383.77,21847.22,13,F,manager,south
24.5,56650.93,27315.19,18,M,engineer,north
48.6,55391.31,38150.48,15,M,manager,south
51.4,80536.42,19303.7,15,F,engineer,north
66.5,58519.19,29026.57,15,M,manager,south
23.8,72396.33,24295.4,14,M,student,south
37.4,56619.73,29269.84,18,F,student,south
14.2,84999.95,18454.35,9,F,manager,south
40.5,49824.98,26103.35,13,F,doctor,south
29.5,50787.85,36078.23,16,F,manager,east
54.2,82867.76,15629.93,11,F,manager,west
27.3,53325.8,11705.95,19,F,engineer,north
18.1,84016.11,12085.44,16,F,engineer,west
30.3,73377.61,13293.37,13,F,doctor,west
15.2,57680.25,30953.23,14,F,engineer,east
42.5,32800.6,10941.4,14,F,student,west
14.3,59710.23,22021.05,14,F,teacher,south
35.3,61524.45,31182.89,16,F,engineer,west
14.2,77508.27,29166.59,18,M,teacher,east
31.8,83826.71,21144.41,15,F,student,south
51.4,49725.19,26909.24,16,M,student,east
38.6,72017.73,26071.45,9,M,engineer,east
26.4,71481.03,22757.59,13,M,manager,north
34.7,76101.19,22891.65,20,F,doctor,north
35.2,67480.35,47354.27,10,F,doctor,east
39.7,30862.53,33093.11,21,F,manager,east
21.3,57668.66,49806.51,13,F,engineer,east
40.9,42664.39,20030.37,14,M,doctor,east
8.0,56960.91,24150.33,10,M,teacher,north
28.7,74700.06,11678.74,23,F,engineer,south
30.1,64577.26,16904.33,11,F,engineer,west
41.3,77221.36,44019.13,20,F,engineer,west
35.2,65126.31,19779.66,20,F,doctor,east
20.9,40525.11,44192.81,16,M,engineer,west
25.2,22187.29,12566.38,14,F,doctor,west
37.0,62232.13,14465.31,13,M,doctor,north
34.2,56791.1,21587.69,11,F,student,south
29.2,45345.81,24362.5,12,F,doctor,north
30.2,34490.59,34230.87,18,F,student,south
42.0,48978.85,29507.7,10,F,engineer,east
29.8,57082.63,20836.85,20,F,manager,north
34.1,69988.17,23666.84,14,F,engineer,west
56.7,62829.47,21809.37,12,M,manager,east
20.8,84121.01,15853.46,11,M,teacher,east
16.5,44465.94,16120.37,19,F,doctor,north
42.8,73215.88,35278.84,14,M,teacher,north
28.2,60709.48,6718.35,20,F,engineer,east
31.8,70420.04,41173.59,19,M,manager,west
27.2,53452.28,21570.06,15,F,student,west
32.4,76075.21,17274.91,20,M,engineer,east
51.0,64428.37,32397.59,14,F,student,north
43.0,49808.33,39852.17,9,M,engineer,north
43.6,59819.64,36176.32,17,M,manager,west
20.8,56406.66,30018.52,12,F,student,north
23.5,67337.68,35868.63,9,F,engineer,east
6.6,42303.35,7835.02,13,F,teacher,east
26.9,59559.72,19781.69,13,F,teacher,south
44.6,65929.61,15888.3,16,F,teacher,south
40.2,60495.35,37246.39,11,M,manager,west
32.8,80204.12,21165.22,10,F,manager,west
34.8,71610.34,33454.07,16,F,student,west
28.1,59887.79,30358.57,15,M,engineer,south
37.0,63250.34,16376.93,7,M,doctor,north
42.7,64434.98,19130.42,15,M,teacher,west
18.8,66049.49,37938.18,17,F,student,north
38.0,32615.13,17245.17,17,F,engineer,east
44.3,55477.11,26248.68,15,M,student,south
30.8,37733.41,17174.59,13,M,teacher,east
42.0,79174.21,21860.48,20,F,doctor,south
63.1,59087.26,24538.38,12,M,teacher,west
34.0,57099.89,17171.33,17,F,student,west
38.9,73451.96,15395.53,11,M,doctor,south
27.6,66334.87,27862.73,10,M,manager,north
36.8,43070.48,16552.63,12,F,doctor,east
39.6,58936.42,16893.42,14,M,teacher,south
36.9,54972.5,15609.47,13,M,engineer,west
24.8,33832.01,24220.92,10,F,manager,north
37.1,49645.86,34437.02,7,F,engineer,north
49.6,57246.9,40065.29,11,M,manager,east
39.5,58275.74,17740.82,14,F,doctor,east
44.6,37766.53,46503.11,15,F,teacher,south
32.6,77274.98,14952.95,16,F,doctor,south
42.5,58468.45,35835.49,15,M,doctor,south
37.8,60563.3,17783.04,15,M,manager,south
25.5,66009.62,16290.77,15,M,manager,north
38.2,48178.86,17552.44,18,M,engineer,west
25.1,66845.34,24475.52,16,M,student,north
28.7,54493.88,30799.72,13,M,teacher,south
36.9,46551.22,31698.68,4,M,student,east
38.0,68601.71,15560.15,11,F,engineer,north
23.1,82375.11,15103.41,20,F,engineer,west
45.5,70872.44,15833.61,12,M,doctor,east
40.7,73844.66,23886.46,6,M,teacher,north
28.0,52190.54,22898.44,19,F,student,west
19.6,36035.7,15498.25,15,M,engineer,south
33.6,82352.06,27696.04,15,M,engineer,east
30.5,90817.72,47625.69,10,M,engineer,west
36.1,83142.1,19952.85,12,F,engineer,west
31.4,54963.21,20664.88,17,F,doctor,south
14.9,42680.48,30596.62,12,F,doctor,north
31.1,44014.76,19411.84,20,M,teacher,south
31.9,34744.01,31689.64,11,F,engineer,east
41.3,58389.32,17814.57,19,F,engineer,west
28.0,84085.17,43321.2,17,M,engineer,north
51.8,57875.06,28447.75,14,M,manager,north
15.9,64534.84,18799.77,16,M,manager,west
48.1,80633.95,19113.08,13,M,manager,south
32.8,53938.57,19862.0,13,F,student,south
43.6,90532.97,38727.5,13,F,student,north
35.8,89881.42,12312.49,12,M,teacher,south
46.4,58033.33,18320.58,20,M,teacher,west
31.1,51336.99,19383.39,15,M,student,west
24.0,70458.57,24843.12,16,M,doctor,south
49.2,54787.13,22288.9,17,M,engineer,west
33.9,42651.67,10087.72,13,F,doctor,south
37.2,79218.58,21001.77,17,M,student,west
47.3,78246.71,24004.49,16,F,manager,north
24.7,62332.67,18719.02,12,M,engineer,west
41.0,41057.03,31867.75,20,F,student,south
29.1,41557.11,34194.08,17,M,student,north
33.7,61608.44,24216.13,14,M,engineer,west
35.7,52501.93,27305.42,17,F,student,north
20.0,54883.61,3389.44,11,F,student,west
27.2,75329.45,20788.97,13,F,engineer,north
48.5,70997.69,35048.22,8,F,manager,north
43.9,80672.14,20765.63,10,F,teacher,west
34.4,45140.65,17627.38,9,F,manager,east
37.4,54852.13,47776.89,16,F,student,south
32.1,71384.73,43190.77,17,F,teacher,north
48.6,66721.18,29675.75,11,M,teacher,east
33.0,82985.71,36389.11,12,M,student,south
37.3,66308.05,2740.65,17,M,student,south
46.5,87721.64,17124.49,12,F,engineer,east
27.2,68100.27,20300.42,9,F,student,east
50.6,75932.51,22640.2,6,M,engineer,west
19.7,55147.28,20100.56,9,F,teacher,east
51.3,60214.31,-500.26,21,M,manager,south
31.3,73664.17,28860.25,16,F,manager,south
32.6,84194.67,30436.54,14,F,manager,south
16.1,70938.55,41018.99,12,F,engineer,south
30.5,58752.42,17116.91,10,F,engineer,south
24.6,80660.03,16298.37,17,M,student,west
28.9,27120.32,-1799.84,22,M,engineer,west
33.6,38666.48,22064.33,16,M,engineer,east
44.6,70224.51,34011.12,13,F,manager,east
37.1,60211.63,18882.32,15,M,doctor,south
38.1,69082.7,46434.45,12,M,teacher,east
24.0,60966.11,22434.05,13,M,engineer,west
26.2,68564.19,26469.92,9,M,student,east
53.0,47783.96,11368.97,14,M,student,north
27.6,68557.29,27872.2,14,M,engineer,east
51.6,74916.22,5206.8,15,F,doctor,east
32.6,78308.26,31936.98,12,F,engineer,north
35.0,90203.31,32244.28,8,F,manager,north
45.7,63661.48,38592.91,16,F,teacher,east
47.7,64108.67,14800.31,12,M,manager,east
33.9,37152.41,26605.62,12,M,doctor,west
31.1,52028.83,30638.17,15,F,doctor,north
34.4,57103.77,29422.82,11,M,student,north
38.4,75754.79,16347.01,17,M,teacher,north
43.9,50834.98,1080.18,16,M,manager,south
35.0,71945.1,28469.6,14,F,teacher,east
41.2,59975.67,23475.0,14,M,engineer,west
51.4,57342.48,19333.29,18,F,teacher,east
38.8,63733.41,32639.45,5,F,teacher,west
38.1,54132.65,24550.8,14,M,teacher,north
19.8,53564.44,11808.05,12,F,manager,north
8.7,34428.21,5685.48,17,F,doctor,north
38.9,56280.69,13710.37,11,F,student,east
34.1,52800.48,48930.12,17,F,doctor,south
29.9,52260.29,32227.77,17,F,engineer,east
37.4,66253.1,26886.12,15,M,engineer,north
34.4,69879.48,23183.39,10,M,student,north
46.3,63482.92,22526.07,17,F,engineer,south
35.9,74931.23,36671.96,15,F,engineer,south
27.5,68633.43,20094.04,19,F,engineer,west
44.9,55574.16,30769.2,12,F,teacher,west
32.8,53057.16,21515.72,12,F,doctor,north
40.3,64692.33,44401.57,15,F,engineer,west
30.2,68606.51,32422.89,7,F,doctor,east
28.5,80967.66,37455.57,16,M,teacher,east
35.8,77867.6,19155.9,16,F,manager,north
35.1,51877.9,35581.36,11,M,manager,east
39.8,58469.91,21874.23,12,M,manager,north
32.3,70065.27,26100.35,15,F,teacher,south
16.6,76019.97,41350.48,19,M,engineer,north
30.7,74084.54,14572.25,15,F,manager,east
42.9,59041.83,27032.48,15,M,teacher,east
32.0,41189.66,29380.05,15,M,teacher,west
32.5,45015.95,30200.04,19,F,student,east
44.9,64089.5,20492.16,16,M,student,west
27.9,65133.38,45862.64,15,M,student,east
19.6,43519.81,12050.68,20,M,student,south
33.4,60668.54,39588.85,16,M,student,east
30.2,69468.37,37150.66,11,F,manager,south
25.3,42731.6,44008.89,17,M,engineer,east
33.2,76574.96,9117.73,13,F,student,east
39.9,54337.03,16311.69,14,F,student,east
34.9,78864.2,39919.43,18,F,engineer,north
38.1,51998.21,6229.61,17,F,teacher,east
53.1,44600.62,8935.41,13,M,engineer,north
31.6,53127.95,20116.92,21,M,student,north
37.8,58572.78,26919.94,12,M,doctor,east
29.9,54172.8,40922.25,11,M,engineer,east
26.5,56759.98,23147.34,11,F,engineer,north
29.2,65009.48,18917.61,14,F,student,east
30.2,57432.31,28113.9,18,M,doctor,east
38.6,59008.31,29695.96,19,F,teacher,north
58.5,34361.6,29412.4,17,F,teacher,east
27.8,65875.47,23220.14,21,F,engineer,north
30.8,58661.95,5449.14,13,F,engineer,east
34.4,84154.39,15823.84,10,F,doctor,south
39.0,45906.52,39202.71,16,F,doctor,south
37.6,32875.57,26870.69,15,F,teacher,west
47.8,69271.03,21774.78,24,F,doctor,west
10.7,65197.91,36181.69,16,F,engineer,east
11.1,44873.5,13698.83,13,M,student,north
30.0,37053.77,22746.52,14,M,engineer,north
46.0,83060.95,26377.58,13,F,engineer,east
19.3,81211.66,20586.22,10,M,engineer,south
4.9,22688.15,26007.63,18,F,engineer,west
40.7,53126.65,23123.06,12,F,engineer,south
37.4,84962.88,11006.57,13,M,teacher,south
24.1,52859.06,26814.78,14,M,manager,east
25.1,52640.82,11716.48,17,F,engineer,east
25.3,55758.61,26656.15,15,F,teacher,south
36.1,43186.55,38741.36,16,M,student,west
28.7,34428.36,22189.77,13,F,engineer,east
39.9,75788.21,13285.17,12,M,manager,west
6.5,32355.95,23730.12,13,F,engineer,east
26.4,63709.07,16680.29,14,F,engineer,east
23.7,73298.69,30945.09,8,M,teacher,north
32.4,38231.61,23520.11,16,F,engineer,east
29.6,46135.97,42097.63,14,M,student,east
43.0,78197.69,36629.9,21,F,engineer,south
16.4,67993.38,23469.19,18,M,doctor,north
35.5,50740.71,32156.09,12,F,doctor,east
40.6,78033.74,21067.64,12,M,engineer,north
53.6,78098.04,25339.57,14,M,manager,north
30.2,64035.79,21385.66,12,M,teacher,north
38.2,46497.6,32664.56,7,M,manager,north
17.0,53798.27,39329.88,14,M,manager,east
11.1,64295.8,32986.48,14,M,teacher,south
43.4,57171.08,34219.37,15,F,teacher,north
34.9,74084.36,34230.33,20,M,engineer,south
46.8,37053.39,30512.56,13,F,engineer,south
21.3,37586.05,13607.14,12,F,engineer,east
40.2,62713.07,42009.72,22,M,student,south
53.7,52626.83,43044.11,12,F,teacher,south
39.2,50594.27,22661.2,12,F,engineer,south
37.8,33479.15,21293.02,11,M,engineer,west
35.1,60293.19,31124.12,20,M,engineer,north
19.3,59208.67,30508.13,10,M,engineer,west
48.6,69802.18,22980.54,16,M,teacher,north
28.9,61033.59,12499.74,16,F,engineer,east
40.0,58010.94,28057.01,15,M,engineer,south
19.4,77655.01,30514.37,21,M,manager,south
23.2,40312.99,32258.21,17,M,student,east
49.4,68045.84,28492.93,12,F,teacher,east
31.5,34932.79,22288.85,20,F,manager,south
49.5,47424.57,34940.02,21,M,engineer,south
34.2,41810.14,25658.48,14,M,manager,north
16.6,71729.14,20350.77,14,M,engineer,west
43.9,59018.85,23193.47,15,F,manager,west
29.1,59797.45,7540.31,15,F,student,south
42.0,43399.01,23177.58,18,F,manager,east
35.3,55504.6,31884.37,19,F,manager,south
19.6,48548.02,28397.83,8,M,doctor,east
36.6,65751.83,40206.64,16,F,engineer,east
57.0,45133.63,22370.25,11,M,doctor,south
39.9,79946.92,29873.13,16,M,teacher,north
34.4,34866.29,32927.4,19,M,engineer,west
45.8,47902.2,48428.57,13,M,teacher,west
37.1,85158.01,26447.65,17,F,manager,east
37.1,53472.92,14558.13,9,M,engineer,south
24.1,40276.82,33479.29,17,F,doctor,south
37.3,63286.07,43657.27,17,F,manager,east
45.4,52869.12,21774.51,17,F,engineer,west
26.6,47461.95,33410.82,14,M,teacher,west
49.2,43561.94,37287.28,19,M,student,south
34.1,101525.6,35170.66,22,M,student,east
26.1,56226.72,26255.59,22,M,teacher,east
45.0,31116.49,18015.26,18,M,teacher,north
32.1,82405.65,24187.2,12,F,engineer,south
42.6,69166.06,29586.0,23,M,engineer,north
32.1,48503.0,34082.23,17,F,engineer,east
34.4,46003.21,28339.45,20,F,student,west
39.9,70102.09,21200.92,16,F,student,west
37.9,56296.23,30553.8,18,F,manager,east
15.0,31110.33,33600.85,9,M,teacher,south
23.8,86808.6,28796.1,13,M,engineer,east
44.3,53490.14,16638.13,13,M,doctor,west
33.7,82433.58,23185.94,15,F,doctor,east
29.8,79176.52,34478.21,10,F,teacher,south
21.4,44984.86,11169.82,7,F,manager,west
24.2,75497.85,4068.22,16,F,manager,west
14.8,50228.36,40080.83,18,F,manager,west
34.0,31999.49,30114.15,21,F,doctor,west
29.0,53631.03,31067.3,18,M,manager,south
25.3,65964.56,14231.83,21,F,engineer,west
34.3,53058.95,32375.28,17,M,manager,east
38.6,55394.27,27752.49,18,M,engineer,north
55.9,77153.49,9156.72,13,M,engineer,east
19.9,61597.41,39242.83,19,F,engineer,south
46.6,47350.53,26586.83,23,M,engineer,south
44.7,70530.45,21039.16,14,M,student,west
27.2,62965.13,21220.1,13,F,teacher,north
37.0,22175.93,4847.78,11,M,student,west
30.4,66425.29,30933.37,13,M,engineer,north
36.9,65877.43,27618.57,20,F,engineer,south
50.1,60301.82,23059.2,12,F,doctor,south
41.1,73375.51,37784.85,15,F,teacher,east
40.1,49914.1,11161.41,17,M,doctor,north
30.7,65047.5,19032.28,13,M,teacher,west
20.2,36495.61,16499.92,12,F,manager,east
32.9,66106.36,22212.05,14,M,teacher,east
47.1,89295.9,25674.7,11,F,doctor,north
19.7,45077.15,29300.14,17,F,teacher,south
24.4,48602.97,21530.27,15,F,manager,west
36.3,49349.77,16226.44,8,M,manager,south
25.2,61949.97,41860.07,15,M,teacher,north
27.1,44054.46,49116.4,9,M,engineer,south
30.8,66318.71,26432.87,13,F,doctor,west
21.3,72702.6,17432.2,9,F,student,south
25.3,68015.21,39754.54,12,M,engineer,south
42.0,33473.77,10532.43,13,M,manager,east
21.9,74927.51,21652.27,17,M,doctor,west
19.0,74060.51,18038.83,13,F,doctor,north
28.7,72452.42,13404.64,11,F,student,north
42.3,65592.63,22199.76,12,M,doctor,north
